likes,age,themes,has_question,text
2,4 months ago,just_take_niacin|nmn_vs_nr_nad|dose|price_value|benefit_skin_hair,0,"I have been taking 100 mg nicotinamide since 1970, and now at 77 I have few gray hairs, and am the Hyrox Americas Champion for 2026. Thanks you Linus Pauling and colleagues from so long ago. Yes I have been buying the inexpensive B complex including 100 mg B3 (niacinamide) at the local pharmacy for the past 56 years. No need for expensive NMN and NR. Thank you for speaking the truth on this."
2,4 months ago,just_take_niacin|nmn_vs_nr_nad,0,and yet NR/NMN doesn't cause the niacin flush
2,4 months ago,just_take_niacin,0,In the bottle it says Niacin as niacinamide but that doesn’t make any sense. These are two different molecules. Niacin is converted into NAD via the Press Handler pathway and Niacinamide via the salvage pathway
2,4 months ago,no_effect|evidence_studies|benefit_energy,0,"I wouldn’t trust any study that says no effect.  lol after Covid I’ll try the product first and see for myself.  I noticed a significant energy improvement with NMN, so I’ll stick to my own results and assume the pharmaceutical companies are funding the negative research."
2,4 months ago,just_take_niacin|nmn_vs_nr_nad|authority_trust,1,"Dr Stanfield's statements are misleading or at least incomplete because he is confusing the two different forms of vitamin B3: nicotinic acid (niacin) and niacinamide, which are metabolized differently. When he references nicotinic acid (at 4:56, which is niacin that causes flushing) that is converted to NAAD by the Preiss-Handler pathway, this part is correct. But the figure at 7:17 shows NMN and NR metabolizing to niacinamide, wait what happened to the NAAD explanation? I think he skipped the step where niacinamide eventually is converted back into NMN through the salvage pathway, not the Preiss-Handler pathway. Then at 9:56 he says he put nicotinamide in his Micro Vitamin product, not nicotinic acid. He had two lines of reasoning going on and I think it was some messy logic. I hope he can clarify these differences."
2,4 months ago,evidence_studies|authority_trust,0,"What you newbies probably don’t know is “Dr. Brad’s” history with David Sinclair. Ever since Dr. Sinclair pooh-poohed his post with a  💩 emoji, “Dr. Brad” has spent countless hours trying to get back at him. To the medically literate, the shortcuts that he takes are quite obvious - his one goal in life is to show Dr. Sinclair as a charlatan. Only problem is, much of this stuff is above his pay grade. He is a medical doctor - used to memorizing results of scientific research, not doing and interpreting the results himself. Dr. Sinclair is a highly respected professor running a famous genetics lab at Harvard, with many PhDs doing the research under him. I have been taking NMN for the last 8 years. The effects are much subtler than in mice, BECAUSE humans are taking far lower doses by body weight, for safety. But it has kept my HbA1c constant over the eight years, and has even improved it a bit lately, WITHOUT any dieting or exercise. Used to be 6.4 in 2017. Today it is 5.9. Same body weight. Zero exercise or dieting. Don’t listen to this guy."
2,4 months ago,just_take_niacin|safety_side_fx,0,You're going to have to delete this video because you are going to have a whole bunch of people going out and buying nicotinic acid and the FLUSHING side effect is going to make them think they are dying.
2,3 years ago,benefit_skin_hair,0,This have actually turn my mum's white hair to black.
2,2 years ago,,0,Tried it myself and it is actually greatest thing i took
2,3 years ago,,0,Only people with money will have access to it
2,3 years ago,authority_trust,1,This shouldn’t stand on a trial in a free country. After years promoting it on his podcasts and blogs David Sinclair now wants to ban it?
2,3 years ago,fda_ban,0,anything that prolongs life FDA wants it stopped eg: NAC
2,3 years ago,,0,We have the best government money can buy
2,3 years ago,fda_ban,1,How do we send a protest to the FDA?
2,3 years ago,,0,"Thankfully as a European I can ignore FDAs decisions. They also didnt gave permission for probably the most accepted, secure and well studied sun blocker, named Bemotrizinol. For whatever reason. Just import that stuff from any european country."
2,2 years ago,,0,It’s not dangerous
2,3 years ago,fda_ban,0,FDA typical criminal behavior. So in bed with big farma makes me sick.
2,3 years ago,,0,No it's not dangerous. As usual its because of the GREED
2,3 years ago,,0,gov doesn't want you to live longer.
2,3 years ago,fda_ban,1,Why FDA never ban coke and McDonald’s????
2,3 years ago,evidence_studies|authority_trust,0,"I think we do not have enough visibility on the impact of NMN. It sounds good and all, but I feel it should be more complicated in its effects than it seems. I ll wait and see 10 years until we get human trial data showing no harm. And I don’t trust Sinclair."
2,3 years ago,safety_side_fx|fda_ban|authority_trust,1,Why FDA ban NMN? Is there a conflict of interest since the supplement has no potential risk or side effects.
2,3 years ago,,1,Can you take NAD instead if they ban it?
2,3 years ago,cancer_risk,0,"NMN  ,  ah yes, food for the Cancer Gods. It opens the pathways for cells to grow, good cells or bad (Cancer). No one is talking about the elephant in the room"
2,3 years ago,,0,你的重要受众是华人，你就不要在这里卖弄你的普通话英语了
2,3 weeks ago,cancer_risk|benefit_recovery,0,"I have noticed that the American Health System and current Doctors keep telling people that "" Its Your Age, Your getting Older, As we age, Age Age Age blah blah blah "" they have made us believe that Age is a factor, I turned 50 In April and I am stronger, Faster and in much better health than I was in my 20s, I can run around 20 year olds, if anything I am getting Stronger as I age, PLEASE PEOPLE DO NOT LISTEN TO DOCTORS and people around you, I have learned that people will always blame and use Age as an excuse for pain and other issues its all BS!! I had two Chemically Induced Heart Attacks from the Moderna Covid Vaccines and they told me I would never be able to repair my heart tissue WRONG! They told me too take it easy don't run or exercise like you used to, WRONG, I have had a Mild Case of Myocarditis from Long Covid and I stopped exercising for 3 years I said no more and I went back HARDER than ever I have now broken the Age barrier and I feel stronger than ever I am able to run like before my two heart attacks, cardiologists can't see any fibrous tissue in my heart they can't believe I healed my heart, you can reverse any damage to your heart and other organs, I inject Glutathione and Coq10 and I eat home food no more junk food, you can cure Cancer, HIV, Long Covid, Heart Failure, Diabetes YES you can. NMN DOES WORK, NAD + does work, I cured my cancer when I had it naturally by Juicing No Chemo, No Drugs, good luck guys!"
2,9 days ago (edited),dose|tmg_methyl|storage_heat|authority_trust,0,"questions: what was the dosage you used did you take it with TMG, if so what was the dosage did you take it with resveratrol; if you did, what was the dosage what was the brand you used. what was the color of the nmn you used what was the color of resveratrol, if you used it did you refrigerate the nmn did you refrigerate the resveratrol, if you used it I'm sure you are aware of David Sinclair and his advice about selecting and using nmn and what he recommended and why he made his recommendations. They are not arbitrary, especially concerning verified quality of ingredients and efficacy in his experience. To be clear, sinclair made no recommendations as to brand, but related the results of his experience with ingredients that consistently worked over the ten year plus time period he has been conducting research on nmn."
